Id,BasePrice,Unit,Task,Specification,Material,Location,MaterialCoef,PositionCoef
376,80,m,Drážkování,Spára,Cihla,Štafle,1.4,1.5
377,80,m,Drážkování,Spára,Dlažba,Nízká (u podlahy),1.2,1
378,80,m,Drážkování,Spára,Dlažba,Strop,1.2,1.1
379,80,m,Drážkování,Spára,Dlažba,Stěna,1.2,1.2
380,80,m,Drážkování,Spára,Dlažba,Štafle,1.2,1.5
381,80,m,Drážkování,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
382,80,m,Drážkování,Spára,Omítka - Sádra,Strop,1,1.1
383,80,m,Drážkování,Spára,Omítka - Sádra,Stěna,1,1.2
384,80,m,Drážkování,Spára,Omítka - Sádra,Štafle,1,1.5
385,80,m,Drážkování,Spára,Tvárnice,Nízká (u podlahy),1.5,1
386,80,m,Drážkování,Spára,Tvárnice,Strop,1.5,1.1
387,80,m,Drážkování,Spára,Tvárnice,Stěna,1.5,1.2
388,80,m,Drážkování,Spára,Tvárnice,Štafle,1.5,1.5
389,80,m,Drážkování,Spára,Železobeton,Nízká (u podlahy),2.5,1
390,80,m,Drážkování,Spára,Železobeton,Strop,2.5,1.1
391,80,m,Drážkování,Spára,Železobeton,Stěna,2.5,1.2
392,80,m,Drážkování,Spára,Železobeton,Štafle,2.5,1.5
393,80,m,Drážkování,Spára,-,Nízká (u podlahy),1,1
394,80,m,Drážkování,Spára,-,Strop,1,1.1
395,80,m,Drážkování,Spára,-,Stěna,1,1.2
396,80,m,Drážkování,Spára,-,Štafle,1,1.5
397,80,m,Drážkování,Spára,Beton,Nízká (u podlahy),2,1
398,80,m,Drážkování,Spára,Beton,Strop,2,1.1
399,80,m,Drážkování,Spára,Beton,Stěna,2,1.2
400,80,m,Drážkování,Spára,Beton,Štafle,2,1.5
401,80,m,Drážkování,Spára,Cihla,Nízká (u podlahy),1.4,1
402,80,m,Drážkování,Spára,Cihla,Strop,1.4,1.1
403,80,m,Drážkování,Spára,Cihla,Stěna,1.4,1.2
404,80,m,Drážkování,Spára,Cihla,Štafle,1.4,1.5
405,80,m,Drážkování,Spára,Dlažba,Nízká (u podlahy),1.2,1
406,80,m,Drážkování,Spára,Dlažba,Strop,1.2,1.1
407,80,m,Drážkování,Spára,Dlažba,Stěna,1.2,1.2
408,80,m,Drážkování,Spára,Dlažba,Štafle,1.2,1.5
409,80,m,Drážkování,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
410,80,m,Drážkování,Spára,Omítka - Sádra,Strop,1,1.1
411,80,m,Drážkování,Spára,Omítka - Sádra,Stěna,1,1.2
412,80,m,Drážkování,Spára,Omítka - Sádra,Štafle,1,1.5
413,80,m,Drážkování,Spára,Tvárnice,Nízká (u podlahy),1.5,1
414,80,m,Drážkování,Spára,Tvárnice,Strop,1.5,1.1
415,80,m,Drážkování,Spára,Tvárnice,Stěna,1.5,1.2
416,80,m,Drážkování,Spára,Tvárnice,Štafle,1.5,1.5
417,80,m,Drážkování,Spára,Železobeton,Nízká (u podlahy),2.5,1
418,80,m,Drážkování,Spára,Železobeton,Strop,2.5,1.1
419,80,m,Drážkování,Spára,Železobeton,Stěna,2.5,1.2
420,80,m,Drážkování,Spára,Železobeton,Štafle,2.5,1.5
421,80,m,Drážkování,Spára,-,Nízká (u podlahy),1,1
422,80,m,Drážkování,Spára,-,Strop,1,1.1
423,80,m,Drážkování,Spára,-,Stěna,1,1.2
424,80,m,Drážkování,Spára,-,Štafle,1,1.5
425,80,m,Drážkování,Spára,Beton,Nízká (u podlahy),2,1
426,80,m,Drážkování,Spára,Beton,Strop,2,1.1
427,80,m,Drážkování,Spára,Beton,Stěna,2,1.2
428,80,m,Drážkování,Spára,Beton,Štafle,2,1.5
429,80,m,Drážkování,Spára,Cihla,Nízká (u podlahy),1.4,1
430,80,m,Drážkování,Spára,Cihla,Strop,1.4,1.1
431,80,m,Drážkování,Spára,Cihla,Stěna,1.4,1.2
432,80,m,Drážkování,Spára,Cihla,Štafle,1.4,1.5
433,80,m,Drážkování,Spára,Dlažba,Nízká (u podlahy),1.2,1
434,80,m,Drážkování,Spára,Dlažba,Strop,1.2,1.1
435,80,m,Drážkování,Spára,Dlažba,Stěna,1.2,1.2
436,80,m,Drážkování,Spára,Dlažba,Štafle,1.2,1.5
437,80,m,Drážkování,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
438,80,m,Drážkování,Spára,Omítka - Sádra,Strop,1,1.1
439,80,m,Drážkování,Spára,Omítka - Sádra,Stěna,1,1.2
440,80,m,Drážkování,Spára,Omítka - Sádra,Štafle,1,1.5
441,80,m,Drážkování,Spára,Tvárnice,Nízká (u podlahy),1.5,1
442,80,m,Drážkování,Spára,Tvárnice,Strop,1.5,1.1
443,80,m,Drážkování,Spára,Tvárnice,Stěna,1.5,1.2
444,80,m,Drážkování,Spára,Tvárnice,Štafle,1.5,1.5
445,80,m,Drážkování,Spára,Železobeton,Nízká (u podlahy),2.5,1
446,80,m,Drážkování,Spára,Železobeton,Strop,2.5,1.1
447,80,m,Drážkování,Spára,Železobeton,Stěna,2.5,1.2
448,80,m,Drážkování,Spára,Železobeton,Štafle,2.5,1.5
449,80,ks,Osazení,El. krabice,-,Nízká (u podlahy),1,1
450,80,ks,Osazení,El. krabice,-,Strop,1,1.1
451,80,ks,Osazení,El. krabice,-,Stěna,1,1.2
452,80,ks,Osazení,El. krabice,-,Štafle,1,1.5
453,80,ks,Osazení,El. krabice,Beton,Nízká (u podlahy),2,1
454,80,ks,Osazení,El. krabice,Beton,Strop,2,1.1
455,80,ks,Osazení,El. krabice,Beton,Stěna,2,1.2
456,80,ks,Osazení,El. krabice,Beton,Štafle,2,1.5
457,80,ks,Osazení,El. krabice,Cihla,Nízká (u podlahy),1.4,1
458,80,ks,Osazení,El. krabice,Cihla,Strop,1.4,1.1
459,80,ks,Osazení,El. krabice,Cihla,Stěna,1.4,1.2
460,80,ks,Osazení,El. krabice,Cihla,Štafle,1.4,1.5
461,80,ks,Osazení,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
462,80,ks,Osazení,El. krabice,Dlažba,Strop,1.2,1.1
463,80,ks,Osazení,El. krabice,Dlažba,Stěna,1.2,1.2
464,80,ks,Osazení,El. krabice,Dlažba,Štafle,1.2,1.5
465,80,ks,Osazení,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
466,80,ks,Osazení,El. krabice,Omítka - Sádra,Strop,1,1.1
467,80,ks,Osazení,El. krabice,Omítka - Sádra,Stěna,1,1.2
468,80,ks,Osazení,El. krabice,Omítka - Sádra,Štafle,1,1.5
469,80,ks,Osazení,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
470,80,ks,Osazení,El. krabice,Tvárnice,Strop,1.5,1.1
471,80,ks,Osazení,El. krabice,Tvárnice,Stěna,1.5,1.2
472,80,ks,Osazení,El. krabice,Tvárnice,Štafle,1.5,1.5
473,80,ks,Osazení,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
474,80,ks,Osazení,El. krabice,Železobeton,Strop,2.5,1.1
475,80,ks,Osazení,El. krabice,Železobeton,Stěna,2.5,1.2
476,80,ks,Osazení,El. krabice,Železobeton,Štafle,2.5,1.5
477,80,ks,Osazení,El. krabice,-,Nízká (u podlahy),1,1
478,80,ks,Osazení,El. krabice,-,Strop,1,1.1
479,80,ks,Osazení,El. krabice,-,Stěna,1,1.2
480,80,ks,Osazení,El. krabice,-,Štafle,1,1.5
481,80,ks,Osazení,El. krabice,Beton,Nízká (u podlahy),2,1
482,80,ks,Osazení,El. krabice,Beton,Strop,2,1.1
483,80,ks,Osazení,El. krabice,Beton,Stěna,2,1.2
484,80,ks,Osazení,El. krabice,Beton,Štafle,2,1.5
485,80,ks,Osazení,El. krabice,Cihla,Nízká (u podlahy),1.4,1
486,80,ks,Osazení,El. krabice,Cihla,Strop,1.4,1.1
487,80,ks,Osazení,El. krabice,Cihla,Stěna,1.4,1.2
488,80,ks,Osazení,El. krabice,Cihla,Štafle,1.4,1.5
489,80,ks,Osazení,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
490,80,ks,Osazení,El. krabice,Dlažba,Strop,1.2,1.1
491,80,ks,Osazení,El. krabice,Dlažba,Stěna,1.2,1.2
492,80,ks,Osazení,El. krabice,Dlažba,Štafle,1.2,1.5
493,80,ks,Osazení,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
494,80,ks,Osazení,El. krabice,Omítka - Sádra,Strop,1,1.1
495,80,ks,Osazení,El. krabice,Omítka - Sádra,Stěna,1,1.2
496,80,ks,Osazení,El. krabice,Omítka - Sádra,Štafle,1,1.5
497,80,ks,Osazení,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
498,80,ks,Osazení,El. krabice,Tvárnice,Strop,1.5,1.1
499,80,ks,Osazení,El. krabice,Tvárnice,Stěna,1.5,1.2
500,80,ks,Osazení,El. krabice,Tvárnice,Štafle,1.5,1.5
501,80,ks,Osazení,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
502,80,ks,Osazení,El. krabice,Železobeton,Strop,2.5,1.1
503,80,ks,Osazení,El. krabice,Železobeton,Stěna,2.5,1.2
504,80,ks,Osazení,El. krabice,Železobeton,Štafle,2.5,1.5
505,80,ks,Osazení,El. krabice,-,Nízká (u podlahy),1,1
506,80,ks,Osazení,El. krabice,-,Strop,1,1.1
507,80,ks,Osazení,El. krabice,-,Stěna,1,1.2
508,80,ks,Osazení,El. krabice,-,Štafle,1,1.5
509,80,ks,Osazení,El. krabice,Beton,Nízká (u podlahy),2,1
510,80,ks,Osazení,El. krabice,Beton,Strop,2,1.1
511,80,ks,Osazení,El. krabice,Beton,Stěna,2,1.2
512,80,ks,Osazení,El. krabice,Beton,Štafle,2,1.5
513,80,ks,Osazení,El. krabice,Cihla,Nízká (u podlahy),1.4,1
514,80,ks,Osazení,El. krabice,Cihla,Strop,1.4,1.1
515,80,ks,Osazení,El. krabice,Cihla,Stěna,1.4,1.2
516,80,ks,Osazení,El. krabice,Cihla,Štafle,1.4,1.5
517,80,ks,Osazení,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
518,80,ks,Osazení,El. krabice,Dlažba,Strop,1.2,1.1
519,80,ks,Osazení,El. krabice,Dlažba,Stěna,1.2,1.2
520,80,ks,Osazení,El. krabice,Dlažba,Štafle,1.2,1.5
521,80,ks,Osazení,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
522,80,ks,Osazení,El. krabice,Omítka - Sádra,Strop,1,1.1
523,80,ks,Osazení,El. krabice,Omítka - Sádra,Stěna,1,1.2
524,80,ks,Osazení,El. krabice,Omítka - Sádra,Štafle,1,1.5
525,80,ks,Osazení,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
526,80,ks,Osazení,El. krabice,Tvárnice,Strop,1.5,1.1
527,80,ks,Osazení,El. krabice,Tvárnice,Stěna,1.5,1.2
528,80,ks,Osazení,El. krabice,Tvárnice,Štafle,1.5,1.5
529,80,ks,Osazení,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
530,80,ks,Osazení,El. krabice,Železobeton,Strop,2.5,1.1
531,80,ks,Osazení,El. krabice,Železobeton,Stěna,2.5,1.2
532,80,ks,Osazení,El. krabice,Železobeton,Štafle,2.5,1.5
533,80,ks,Osazení,El. krabice,-,Nízká (u podlahy),1,1
534,80,ks,Osazení,El. krabice,-,Strop,1,1.1
535,80,ks,Osazení,El. krabice,-,Stěna,1,1.2
536,80,ks,Osazení,El. krabice,-,Štafle,1,1.5
537,80,ks,Osazení,El. krabice,Beton,Nízká (u podlahy),2,1
538,80,ks,Osazení,El. krabice,Beton,Strop,2,1.1
539,80,ks,Osazení,El. krabice,Beton,Stěna,2,1.2
540,80,ks,Osazení,El. krabice,Beton,Štafle,2,1.5
541,80,ks,Osazení,El. krabice,Cihla,Nízká (u podlahy),1.4,1
542,80,ks,Osazení,El. krabice,Cihla,Strop,1.4,1.1
543,80,ks,Osazení,El. krabice,Cihla,Stěna,1.4,1.2
544,80,ks,Osazení,El. krabice,Cihla,Štafle,1.4,1.5
545,80,ks,Osazení,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
546,80,ks,Osazení,El. krabice,Dlažba,Strop,1.2,1.1
547,80,ks,Osazení,El. krabice,Dlažba,Stěna,1.2,1.2
548,80,ks,Osazení,El. krabice,Dlažba,Štafle,1.2,1.5
549,80,ks,Osazení,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
550,80,ks,Osazení,El. krabice,Omítka - Sádra,Strop,1,1.1
551,80,ks,Osazení,El. krabice,Omítka - Sádra,Stěna,1,1.2
552,80,ks,Osazení,El. krabice,Omítka - Sádra,Štafle,1,1.5
553,80,ks,Osazení,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
554,80,ks,Osazení,El. krabice,Tvárnice,Strop,1.5,1.1
555,80,ks,Osazení,El. krabice,Tvárnice,Stěna,1.5,1.2
556,80,ks,Osazení,El. krabice,Tvárnice,Štafle,1.5,1.5
557,80,ks,Osazení,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
558,80,ks,Osazení,El. krabice,Železobeton,Strop,2.5,1.1
559,80,ks,Osazení,El. krabice,Železobeton,Stěna,2.5,1.2
560,80,ks,Osazení,El. krabice,Železobeton,Štafle,2.5,1.5
561,80,ks,Osazení,Průchozí díra,-,Nízká (u podlahy),1,1
562,80,ks,Osazení,Průchozí díra,-,Strop,1,1.1
563,80,ks,Osazení,Průchozí díra,-,Stěna,1,1.2
564,80,ks,Osazení,Průchozí díra,-,Štafle,1,1.5
565,80,ks,Osazení,Průchozí díra,Beton,Nízká (u podlahy),2,1
566,80,ks,Osazení,Průchozí díra,Beton,Strop,2,1.1
567,80,ks,Osazení,Průchozí díra,Beton,Stěna,2,1.2
568,80,ks,Osazení,Průchozí díra,Beton,Štafle,2,1.5
569,80,ks,Osazení,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
570,80,ks,Osazení,Průchozí díra,Cihla,Strop,1.4,1.1
571,80,ks,Osazení,Průchozí díra,Cihla,Stěna,1.4,1.2
572,80,ks,Osazení,Průchozí díra,Cihla,Štafle,1.4,1.5
573,80,ks,Osazení,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
574,80,ks,Osazení,Průchozí díra,Dlažba,Strop,1.2,1.1
575,80,ks,Osazení,Průchozí díra,Dlažba,Stěna,1.2,1.2
576,80,ks,Osazení,Průchozí díra,Dlažba,Štafle,1.2,1.5
577,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
578,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Strop,1,1.1
579,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
580,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
581,80,ks,Osazení,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
582,80,ks,Osazení,Průchozí díra,Tvárnice,Strop,1.5,1.1
583,80,ks,Osazení,Průchozí díra,Tvárnice,Stěna,1.5,1.2
584,80,ks,Osazení,Průchozí díra,Tvárnice,Štafle,1.5,1.5
585,80,ks,Osazení,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
586,80,ks,Osazení,Průchozí díra,Železobeton,Strop,2.5,1.1
587,80,ks,Osazení,Průchozí díra,Železobeton,Stěna,2.5,1.2
588,80,ks,Osazení,Průchozí díra,Železobeton,Štafle,2.5,1.5
589,80,ks,Osazení,Průchozí díra,-,Nízká (u podlahy),1,1
590,80,ks,Osazení,Průchozí díra,-,Strop,1,1.1
591,80,ks,Osazení,Průchozí díra,-,Stěna,1,1.2
592,80,ks,Osazení,Průchozí díra,-,Štafle,1,1.5
593,80,ks,Osazení,Průchozí díra,Beton,Nízká (u podlahy),2,1
594,80,ks,Osazení,Průchozí díra,Beton,Strop,2,1.1
595,80,ks,Osazení,Průchozí díra,Beton,Stěna,2,1.2
596,80,ks,Osazení,Průchozí díra,Beton,Štafle,2,1.5
597,80,ks,Osazení,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
598,80,ks,Osazení,Průchozí díra,Cihla,Strop,1.4,1.1
599,80,ks,Osazení,Průchozí díra,Cihla,Stěna,1.4,1.2
600,80,ks,Osazení,Průchozí díra,Cihla,Štafle,1.4,1.5
601,80,ks,Osazení,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
602,80,ks,Osazení,Průchozí díra,Dlažba,Strop,1.2,1.1
603,80,ks,Osazení,Průchozí díra,Dlažba,Stěna,1.2,1.2
604,80,ks,Osazení,Průchozí díra,Dlažba,Štafle,1.2,1.5
605,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
606,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Strop,1,1.1
607,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
608,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
609,80,ks,Osazení,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
610,80,ks,Osazení,Průchozí díra,Tvárnice,Strop,1.5,1.1
611,80,ks,Osazení,Průchozí díra,Tvárnice,Stěna,1.5,1.2
612,80,ks,Osazení,Průchozí díra,Tvárnice,Štafle,1.5,1.5
613,80,ks,Osazení,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
614,80,ks,Osazení,Průchozí díra,Železobeton,Strop,2.5,1.1
615,80,ks,Osazení,Průchozí díra,Železobeton,Stěna,2.5,1.2
616,80,ks,Osazení,Průchozí díra,Železobeton,Štafle,2.5,1.5
617,80,ks,Osazení,Průchozí díra,-,Nízká (u podlahy),1,1
618,80,ks,Osazení,Průchozí díra,-,Strop,1,1.1
619,80,ks,Osazení,Průchozí díra,-,Stěna,1,1.2
620,80,ks,Osazení,Průchozí díra,-,Štafle,1,1.5
621,80,ks,Osazení,Průchozí díra,Beton,Nízká (u podlahy),2,1
622,80,ks,Osazení,Průchozí díra,Beton,Strop,2,1.1
623,80,ks,Osazení,Průchozí díra,Beton,Stěna,2,1.2
624,80,ks,Osazení,Průchozí díra,Beton,Štafle,2,1.5
625,80,ks,Osazení,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
626,80,ks,Osazení,Průchozí díra,Cihla,Strop,1.4,1.1
627,80,ks,Osazení,Průchozí díra,Cihla,Stěna,1.4,1.2
628,80,ks,Osazení,Průchozí díra,Cihla,Štafle,1.4,1.5
629,80,ks,Osazení,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
630,80,ks,Osazení,Průchozí díra,Dlažba,Strop,1.2,1.1
631,80,ks,Osazení,Průchozí díra,Dlažba,Stěna,1.2,1.2
632,80,ks,Osazení,Průchozí díra,Dlažba,Štafle,1.2,1.5
633,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
634,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Strop,1,1.1
635,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
636,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
637,80,ks,Osazení,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
638,80,ks,Osazení,Průchozí díra,Tvárnice,Strop,1.5,1.1
639,80,ks,Osazení,Průchozí díra,Tvárnice,Stěna,1.5,1.2
640,80,ks,Osazení,Průchozí díra,Tvárnice,Štafle,1.5,1.5
641,80,ks,Osazení,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
642,80,ks,Osazení,Průchozí díra,Železobeton,Strop,2.5,1.1
643,80,ks,Osazení,Průchozí díra,Železobeton,Stěna,2.5,1.2
644,80,ks,Osazení,Průchozí díra,Železobeton,Štafle,2.5,1.5
645,80,ks,Osazení,Průchozí díra,-,Nízká (u podlahy),1,1
646,80,ks,Osazení,Průchozí díra,-,Strop,1,1.1
647,80,ks,Osazení,Průchozí díra,-,Stěna,1,1.2
648,80,ks,Osazení,Průchozí díra,-,Štafle,1,1.5
649,80,ks,Osazení,Průchozí díra,Beton,Nízká (u podlahy),2,1
650,80,ks,Osazení,Průchozí díra,Beton,Strop,2,1.1
651,80,ks,Osazení,Průchozí díra,Beton,Stěna,2,1.2
652,80,ks,Osazení,Průchozí díra,Beton,Štafle,2,1.5
653,80,ks,Osazení,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
654,80,ks,Osazení,Průchozí díra,Cihla,Strop,1.4,1.1
655,80,ks,Osazení,Průchozí díra,Cihla,Stěna,1.4,1.2
656,80,ks,Osazení,Průchozí díra,Cihla,Štafle,1.4,1.5
657,80,ks,Osazení,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
658,80,ks,Osazení,Průchozí díra,Dlažba,Strop,1.2,1.1
659,80,ks,Osazení,Průchozí díra,Dlažba,Stěna,1.2,1.2
660,80,ks,Osazení,Průchozí díra,Dlažba,Štafle,1.2,1.5
661,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
662,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Strop,1,1.1
663,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
664,80,ks,Osazení,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
665,80,ks,Osazení,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
666,80,ks,Osazení,Průchozí díra,Tvárnice,Strop,1.5,1.1
667,80,ks,Osazení,Průchozí díra,Tvárnice,Stěna,1.5,1.2
668,80,ks,Osazení,Průchozí díra,Tvárnice,Štafle,1.5,1.5
669,80,ks,Osazení,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
670,80,ks,Osazení,Průchozí díra,Železobeton,Strop,2.5,1.1
671,80,ks,Osazení,Průchozí díra,Železobeton,Stěna,2.5,1.2
672,80,ks,Osazení,Průchozí díra,Železobeton,Štafle,2.5,1.5
673,80,ks,Osazení,Rozvaděč,-,Nízká (u podlahy),1,1
674,80,ks,Osazení,Rozvaděč,-,Strop,1,1.1
675,80,ks,Osazení,Rozvaděč,-,Stěna,1,1.2
676,80,ks,Osazení,Rozvaděč,-,Štafle,1,1.5
677,80,ks,Osazení,Rozvaděč,Beton,Nízká (u podlahy),2,1
678,80,ks,Osazení,Rozvaděč,Beton,Strop,2,1.1
679,80,ks,Osazení,Rozvaděč,Beton,Stěna,2,1.2
680,80,ks,Osazení,Rozvaděč,Beton,Štafle,2,1.5
681,80,ks,Osazení,Rozvaděč,Cihla,Nízká (u podlahy),1.4,1
682,80,ks,Osazení,Rozvaděč,Cihla,Strop,1.4,1.1
683,80,ks,Osazení,Rozvaděč,Cihla,Stěna,1.4,1.2
684,80,ks,Osazení,Rozvaděč,Cihla,Štafle,1.4,1.5
685,80,ks,Osazení,Rozvaděč,Dlažba,Nízká (u podlahy),1.2,1
686,80,ks,Osazení,Rozvaděč,Dlažba,Strop,1.2,1.1
687,80,ks,Osazení,Rozvaděč,Dlažba,Stěna,1.2,1.2
688,80,ks,Osazení,Rozvaděč,Dlažba,Štafle,1.2,1.5
689,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Nízká (u podlahy),1,1
690,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Strop,1,1.1
691,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Stěna,1,1.2
692,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Štafle,1,1.5
693,80,ks,Osazení,Rozvaděč,Tvárnice,Nízká (u podlahy),1.5,1
694,80,ks,Osazení,Rozvaděč,Tvárnice,Strop,1.5,1.1
695,80,ks,Osazení,Rozvaděč,Tvárnice,Stěna,1.5,1.2
696,80,ks,Osazení,Rozvaděč,Tvárnice,Štafle,1.5,1.5
697,80,ks,Osazení,Rozvaděč,Železobeton,Nízká (u podlahy),2.5,1
698,80,ks,Osazení,Rozvaděč,Železobeton,Strop,2.5,1.1
699,80,ks,Osazení,Rozvaděč,Železobeton,Stěna,2.5,1.2
700,80,ks,Osazení,Rozvaděč,Železobeton,Štafle,2.5,1.5
701,80,ks,Osazení,Rozvaděč,-,Nízká (u podlahy),1,1
702,80,ks,Osazení,Rozvaděč,-,Strop,1,1.1
703,80,ks,Osazení,Rozvaděč,-,Stěna,1,1.2
704,80,ks,Osazení,Rozvaděč,-,Štafle,1,1.5
705,80,ks,Osazení,Rozvaděč,Beton,Nízká (u podlahy),2,1
706,80,ks,Osazení,Rozvaděč,Beton,Strop,2,1.1
707,80,ks,Osazení,Rozvaděč,Beton,Stěna,2,1.2
708,80,ks,Osazení,Rozvaděč,Beton,Štafle,2,1.5
709,80,ks,Osazení,Rozvaděč,Cihla,Nízká (u podlahy),1.4,1
710,80,ks,Osazení,Rozvaděč,Cihla,Strop,1.4,1.1
711,80,ks,Osazení,Rozvaděč,Cihla,Stěna,1.4,1.2
712,80,ks,Osazení,Rozvaděč,Cihla,Štafle,1.4,1.5
713,80,ks,Osazení,Rozvaděč,Dlažba,Nízká (u podlahy),1.2,1
714,80,ks,Osazení,Rozvaděč,Dlažba,Strop,1.2,1.1
715,80,ks,Osazení,Rozvaděč,Dlažba,Stěna,1.2,1.2
716,80,ks,Osazení,Rozvaděč,Dlažba,Štafle,1.2,1.5
717,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Nízká (u podlahy),1,1
718,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Strop,1,1.1
719,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Stěna,1,1.2
720,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Štafle,1,1.5
721,80,ks,Osazení,Rozvaděč,Tvárnice,Nízká (u podlahy),1.5,1
722,80,ks,Osazení,Rozvaděč,Tvárnice,Strop,1.5,1.1
723,80,ks,Osazení,Rozvaděč,Tvárnice,Stěna,1.5,1.2
724,80,ks,Osazení,Rozvaděč,Tvárnice,Štafle,1.5,1.5
725,80,ks,Osazení,Rozvaděč,Železobeton,Nízká (u podlahy),2.5,1
726,80,ks,Osazení,Rozvaděč,Železobeton,Strop,2.5,1.1
727,80,ks,Osazení,Rozvaděč,Železobeton,Stěna,2.5,1.2
728,80,ks,Osazení,Rozvaděč,Železobeton,Štafle,2.5,1.5
729,80,ks,Osazení,Rozvaděč,-,Nízká (u podlahy),1,1
730,80,ks,Osazení,Rozvaděč,-,Strop,1,1.1
731,80,ks,Osazení,Rozvaděč,-,Stěna,1,1.2
732,80,ks,Osazení,Rozvaděč,-,Štafle,1,1.5
733,80,ks,Osazení,Rozvaděč,Beton,Nízká (u podlahy),2,1
734,80,ks,Osazení,Rozvaděč,Beton,Strop,2,1.1
735,80,ks,Osazení,Rozvaděč,Beton,Stěna,2,1.2
736,80,ks,Osazení,Rozvaděč,Beton,Štafle,2,1.5
737,80,ks,Osazení,Rozvaděč,Cihla,Nízká (u podlahy),1.4,1
738,80,ks,Osazení,Rozvaděč,Cihla,Strop,1.4,1.1
739,80,ks,Osazení,Rozvaděč,Cihla,Stěna,1.4,1.2
740,80,ks,Osazení,Rozvaděč,Cihla,Štafle,1.4,1.5
741,80,ks,Osazení,Rozvaděč,Dlažba,Nízká (u podlahy),1.2,1
742,80,ks,Osazení,Rozvaděč,Dlažba,Strop,1.2,1.1
743,80,ks,Osazení,Rozvaděč,Dlažba,Stěna,1.2,1.2
744,80,ks,Osazení,Rozvaděč,Dlažba,Štafle,1.2,1.5
745,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Nízká (u podlahy),1,1
746,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Strop,1,1.1
747,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Stěna,1,1.2
748,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Štafle,1,1.5
749,80,ks,Osazení,Rozvaděč,Tvárnice,Nízká (u podlahy),1.5,1
